index,index,group,energ_kcal,lipid_tot,carbohydrt,protein,name
561,702,10.0,93.7,14.57,2.84,2.78,"LECHE CON AZUCAR (U OTRO ENDULZANTE CON CALORIAS), PREPARACION ESTANDARIZADA"
562,703,10.0,63.64,8.2,2.07,2.98,"LECHE CON CAFE O CHOCOLATE, INDUSTRIALIZADA"
563,704,10.0,90.08,12.63,3.05,3.1,"LECHE CON CHOCOLATE, PREPARACION ESTANDARIZADA"
564,705,10.0,343.0,50.0,9.0,15.5,"LECHE CON FIBRA (TIPO SVELTY ACTIFIBRA), EN POLVO"
565,706,10.0,240.0,40.0,4.0,8.0,LECHE DE ALPISTE
566,707,10.0,54.0,6.1,2.4,2.0,"LECHE DE BURRA, FLUIDA"
567,708,10.0,27.8,3.0,1.75,0.1,LECHE DE COCO
568,709,10.0,44.0,3.61,1.94,3.08,"LECHE DE SOYA, FLUIDA"
569,710,10.0,333.5,60.0,1.5,20.0,"LECHE DESCREMADA, EN POLVO"
570,711,10.0,359.0,51.9,0.8,36.1,"LECHE DESCREMADA, EN POLVO CON VIT. A"
571,712,10.0,93.0,9.0,3.7,5.8,"LECHE DESCREMADA, EVAPORADA"
572,713,10.0,428.33,51.16,14.33,23.83,LECHE DESLACTOSADA EN POLVO
573,714,10.0,57.0,4.5,3.0,3.0,"LECHE DESLACTOSADA ENTERA, FLUIDA"
574,715,10.0,34.05,4.45,0.48,2.96,"LECHE DESLACTOSADA LIGHT, FLUIDA"
575,716,10.0,69.0,4.4,4.1,3.6,"LECHE ENTERA DE CABRA, FLUIDA"
576,717,10.0,108.73,17.54,2.97,2.95,LECHE ENTERA EN POLVO CON CHOCOLATE
577,718,10.0,69.0,5.2,3.8,3.4,"LECHE ENTERA HERVIDA, FLUIDA"
578,719,10.0,60.49,4.9,3.16,3.1,"LECHE ENTERA PASTEURIZADA O CRUDA, FLUIDA"
579,720,10.0,493.33,39.0,26.0,26.0,"LECHE ENTERA, EN POLVO"
580,721,10.0,109.6,10.9,4.0,7.5,"LECHE ENTERA, EVAPORADA"
581,722,10.0,494.0,39.0,26.0,26.0,"LECHE LICONSA FORTIFICADA TENUTRE, EN POLVO"
582,723,10.0,421.0,47.0,13.0,29.0,"LECHE LICONSAFORTIFICADA TENUTRE, FLUIDA"
583,724,10.0,49.04,4.75,2.36,3.05,LECHE LICONSA PROMEDIO
584,725,10.0,35.6,4.8,0.48,3.0,"LECHE LICONSA REDUCIDA EN GRASA, FLUIDA"
585,726,10.0,40.67,5.76,0.65,3.02,LECHE LIGHT (PROMEDIO)
586,727,10.0,113.25,11.41,4.6,6.42,"LECHE LIGHT, EVAPORADA (CARNATION LIGHT)"
587,728,10.0,35.56,4.89,0.42,3.03,"LECHE LIGHT, FLUIDA"
588,729,10.0,72.8,7.18,4.56,1.07,LECHE MATERNA
589,730,10.0,444.44,60.0,16.0,15.0,LECHE NIDO KINDER
590,731,10.0,507.69,51.28,27.69,13.84,"LECHE NURSOY (DE SOYA), EN POLVO"
591,732,10.0,76.54,12.88,1.82,2.14,"LECHE SABORIZADA (CHOCOLATE, FRESA, VAINILLA), FLUIDA"
592,733,10.0,54.56,7.17,1.54,2.95,LECHE SABORIZADA ALPURA VAQUITAS 250mL
593,734,10.0,58.78,9.66,1.02,2.71,LECHE HERSHEY'S COOKIES 'N' CREME 236 ML
594,735,10.0,73.27,11.46,1.74,2.95,LECHE SABORIZADA SANTA CLARA TODOS SABORES- ENVASE DE PLÁSTICO 240mL
595,736,10.0,74.3,11.74,1.75,2.91,LECHE SABORIZADA SANTA CLARA TODOS SABORES-TETRAPACK 240mL
596,737,10.0,47.5,4.75,1.62,3.04,"LECHE SEMIDESCREMADA, FLUIDA"
597,738,10.0,50.83,4.79,2.12,3.12,"LECHE SIN COLESTEROL, FLUIDA"
598,739,10.0,47.8,8.8,0.2,2.7,"LECHE SVELTY, HIDRATADA (FLUIDA)"
599,740,10.0,404.16,55.94,11.55,19.05,"LECHE SVELTY, POLVO"
600,741,10.0,62.19,4.79,3.42,3.13,"LECHE, ALPURA"
601,742,10.0,46.48,4.65,1.74,3.03,"LECHE, ALPURA DESLACTOSADA"
602,743,10.0,42.19,5.04,1.0,3.25,"LECHE, ALPURA LIGHT"
603,744,10.0,60.62,4.65,3.31,3.03,"LECHE, FRESCA DE VACA"
604,745,10.0,60.9,4.8,3.24,3.12,"LECHE, LALA"
605,746,10.0,50.05,5.47,1.55,3.53,"LECHE, LALA EXTRA CALCIO DESLACTOSADA"
606,747,10.0,36.0,4.8,0.48,3.21,"LECHE, LALA LIGHT DESLACTOSADA"
607,748,10.0,56.14,5.35,2.91,2.13,"LECHE, NUTRILECHE"
608,749,10.0,61.4,5.6,3.0,3.0,"LECHE, SANTA CLARA"
609,750,10.0,131.0,4.3,11.5,3.13,MEDIA CREMA
610,751,10.0,340.0,2.84,36.08,2.84,NATA DE LECHE
611,752,10.0,307.12,3.67,23.66,19.84,QUESO (PROMEDIO)
612,753,10.0,374.0,4.63,29.34,25.07,QUESO AÑEJO TIPO COTIJA
613,754,10.0,356.0,2.87,23.0,24.0,QUESO ASADERO
614,755,10.0,353.0,2.34,28.74,21.4,QUESO BLUE CHEESE
615,756,10.0,334.0,0.45,27.68,20.75,QUESO BRIE
616,757,10.0,334.0,0.45,27.68,20.75,QUESO BRIE
617,758,10.0,301.46,5.39,23.36,17.6,QUESO CAMEMBERT
618,759,10.0,393.24,1.85,32.31,23.71,QUESO CHEDDAR
619,760,10.0,173.0,1.91,7.0,24.35,QUESO CHEDDAR BAJO EN GRASA
620,761,10.0,398.0,1.91,32.62,24.35,QUESO CHEDDAR BAJO EN SODIO
621,762,10.0,337.61,2.48,27.33,20.41,QUESO CHIHUAHUA
622,763,10.0,89.89,2.63,3.63,11.22,QUESO COTTAGE
623,764,10.0,76.0,4.2,1.2,12.1,QUESO COTTAGE BAJO EN GRASA
624,765,10.0,296.83,4.75,29.25,6.37,QUESO CREMA
625,766,10.0,193.33,7.66,12.99,11.33,"QUESO CREMA O AMERICANO (AMARILLO), LIGHT"
626,767,10.0,265.0,3.88,21.49,14.21,QUESO FETA
627,768,10.0,292.43,6.31,20.7,15.43,QUESO FRESCO DE CABRA
628,769,10.0,361.52,1.12,29.44,21.89,QUESO GOUDA
629,770,10.0,413.0,0.36,32.34,29.81,QUESO GRUYERE
630,771,10.0,400.0,8.1,26.0,35.5,QUESO HOLANDES
631,772,10.0,332.44,0.86,27.0,21.5,QUESO MANCHEGO
632,773,10.0,293.22,3.32,21.2,22.33,QUESO MOZZARELLA
633,774,10.0,280.11,3.41,20.75,20.79,QUESO OAXACA
634,775,10.0,217.5,2.0,13.5,22.0,QUESO OAXACA LIGHT
635,776,10.0,320.2,5.36,22.49,19.51,"QUESO PANELA O FRESCO, DE VACA"
636,777,10.0,392.85,3.35,27.34,33.07,QUESO PARMESANO (DURO)
637,778,10.0,420.0,13.91,27.84,28.42,QUESO PARMESANO RALLADO
638,779,10.0,376.0,1.6,31.2,22.2,QUESO PASTEURIZADO AMERICANO (FORTIFICADO CON VITAMINA D)
639,780,10.0,334.0,2.1,25.01,24.73,QUESO PASTEURIZADO SUIZO
640,781,10.0,300.0,4.2,29.2,1.5,QUESO PHILADELPHIA
641,782,10.0,375.0,1.73,31.2,22.13,QUESO PIMIENTO
642,783,10.0,351.0,2.14,26.62,25.58,QUESO PROVOLONE
643,784,10.0,150.0,7.27,10.18,7.54,QUESO RICOTTA
644,785,10.0,138.0,5.14,7.91,11.39,QUESO RICOTTA BAJO ENGRASA
645,786,10.0,374.0,3.4,27.4,28.4,QUESO SUIZO
646,787,10.0,278.0,2.5,18.0,26.5,QUESO TIPO PANELA SEMIBLANDO OREADO
647,788,10.0,366.5,1.0,31.3,20.25,QUESO TIPO ROQUEFORT
648,789,10.0,161.0,10.0,8.0,12.3,REQUESON (PROMEDIO)
649,790,10.0,45.33,7.66,0.38,2.86,SOFUL PARA BEBER (TODOS SABORES)
650,791,10.0,45.33,7.66,0.38,2.86,"SOFUL, TIPO YOGURT (TODOS SABORES)"
651,792,10.0,68.75,15.87,0.05,1.25,YAKULT
652,793,10.0,37.5,10.5,0.05,1.25,YAKULT 40 LT LIGHT (SIN AZUCAR)
653,794,10.0,73.0,5.5,4.0,3.8,"YOGUR DE VASO BAJO EN GRASA O LIGHT NATURAL O CON FRUTA, ALPURA YOGUR NATURAL SIN AZUCAR 150g"
654,795,10.0,46.4,7.88,0.0,3.68,"YOGUR DE VASO BAJO EN GRASA O LIGHT NATURAL O CON FRUTA, LALA YOGUR NATURAL LIGHT 220g"
655,796,10.0,61.36,4.32,1.52,7.6,"YOGUR DE VASO BAJO EN GRASA O LIGHT NATURAL O CON FRUTA, VITALÍNEA GRIEGO NATURAL 125g"
656,797,10.0,69.39,7.65,1.33,6.69,"YOGUR DE VASO BAJO EN GRASA O LIGHT NATURAL O CON FRUTA, VITALÍNEA GRIEGO TODOS LOS SABORES 125g"
657,798,10.0,56.8,7.12,1.44,3.84,"YOGUR DE VASO BAJO EN GRASA O LIGHT NATURAL O CON FRUTA, VITALINEA SÓLIDO NATURAL 900g"
658,799,10.0,53.92,7.04,2.19,3.55,"YOGUR DE VASO BAJO EN GRASA O LIGHT NATURAL O CON FRUTA, VITALINEA SÓLIDO TODOS LOS SABORES 900g"
659,800,10.0,87.0,13.6,1.7,2.5,"YOGUR DE VASO CON PROBIÓTICOS, ACTIVIA (CIRUELA PASA 900 G)"
660,801,10.0,84.0,12.7,2.6,2.4,"YOGUR DE VASO CON PROBIÓTICOS, ACTIVIA (FRESA 900 G)"
661,802,10.0,84.0,10.6,3.12,3.28,"YOGUR DE VASO CON PROBIÓTICOS, ACTIVIA (NATURAL 900 G)"
662,803,10.0,102.92,16.99,2.67,2.83,"YOGUR DE VASO ENTERO CON FRUTAS, ALPURA (CON FRUTAS, 145g)"
663,804,10.0,89.0,13.0,2.0,3.7,"YOGUR DE VASO ENTERO CON FRUTAS, LALA (CEREAL, 1Kg)"
664,805,10.0,96.8,15.04,2.48,3.52,"YOGUR DE VASO ENTERO CON FRUTAS, LALA (CEREALES, 205g)"
665,806,10.0,691.2,15.68,2.32,3.12,"YOGUR DE VASO ENTERO CON FRUTAS, LALA (CREMOSO, FRESA, 125g)"
666,807,10.0,93.28,16.4,1.6,3.32,"YOGUR DE VASO ENTERO CON FRUTAS, SANTA CLARA (MORA AZUL - 125g)"
667,808,10.0,55.0,5.0,0.41,4.5,"YOGUR DE VASO ENTERO CON FRUTAS, SVELTY (YOGUR BATIDO O% GRASAS Y AZÚCAR) NATURAL"
668,809,10.0,55.0,8.3,0.37,4.5,"YOGUR DE VASO ENTERO CON FRUTAS, SVELTY (YOGUR BATIDO O% GRASAS Y AZÚCAR) TODOS LOS SABORES"
669,810,10.0,86.96,11.91,3.04,3.48,"YOGUR DE VASO ENTERO NATURAL, LALA (DESLACTOSADO, 900 g)"
670,811,10.0,37.33,4.44,1.02,2.53,"YOGUR PARA BEBER BAJO EN GRASA O LIGHT NATURAL O CON FRUTA, SVELTY 0% GRASA, TODOS LOS SABORES 225g"
671,812,10.0,37.33,4.53,1.02,2.53,"YOGUR PARA BEBER BAJO EN GRASA O LIGHT NATURAL O CON FRUTA, SVELTY BEBIBLE FIGURA O% 225g"
672,813,10.0,41.34,5.71,0.97,2.44,"YOGUR PARA BEBER BAJO EN GRASA O LIGHT NATURAL O CON FRUTA, VITALÍNEA TODOS LOS SABORES 217g"
673,814,10.0,34.0,4.0,0.4,2.9,"YOGUR PARA BEBER CON PROBIÓTICOS, ACTIMEL FRESA 0% (100g)"
674,815,10.0,79.0,12.7,1.5,2.9,"YOGUR PARA BEBER CON PROBIÓTICOS, ACTIMEL MULTI FRUTAS (100g)"
675,816,10.0,73.0,10.8,1.6,3.0,"YOGUR PARA BEBER CON PROBIÓTICOS, ACTIMEL NATURAL (100g)"
676,817,10.0,28.0,3.3,0.1,2.8,"YOGUR PARA BEBER CON PROBIÓTICOS, ACTIMEL NATURAL 0% (100g)"
677,818,10.0,60.4,8.74,1.28,2.88,"YOGUR PARA BEBER CON PROBIÓTICOS, ACTIMEL TODOS SABORES (100g)"
678,819,10.0,70.4,12.0,1.6,2.5,"YOGUR PARA BEBER CON PROBIÓTICOS, ACTIVIA BEBIBLE (NATURAL 225g)"
679,820,10.0,78.29,13.59,1.59,2.41,"YOGUR PARA BEBER CON PROBIÓTICOS, ACTIVIA BEBIBLE (SEMILLAS SELECTAS, TODOS SABORES 225g)"
680,821,10.0,44.3,5.2,1.5,2.6,"YOGUR PARA BEBER CON PROBIÓTICOS, ACTIVIA BEBIBLE (SIN AZUCAR SABOR CIRUELA PASA 225g)"
681,822,10.0,81.8,14.7,1.5,2.4,"YOGUR PARA BEBER CON PROBIÓTICOS, ACTIVIA BEBIBLE (TODOS LOS SABORES 225g)"
682,823,10.0,80.17,15.04,1.33,2.0,"YOGUR PARA BEBER CON PROBIÓTICOS, BENEGASTRO (NATURAL 240g)"
683,824,10.0,379.17,13.17,1.33,2.75,"YOGUR PARA BEBER CON PROBIÓTICOS, BIO4 (FRESA, 120g)"
684,825,10.0,75.83,13.17,1.33,2.75,"YOGUR PARA BEBER CON PROBIÓTICOS, BIO4 (NATURAL, 110g)"
685,826,10.0,80.6,14.4,1.46,2.44,"YOGUR PARA BEBER CON PROBIÓTICOS, BIO4 BALANCE (TODOS LOS SABORES 250g)"
686,827,10.0,65.79,10.26,1.4,3.07,"YOGUR PARA BEBER CON PROBIÓTICOS, GASTRO PROTECT (NATURAL, 228g)"
687,828,10.0,67.9,10.0,1.0,3.0,"YOGUR PARA BEBER CON PROBIÓTICOS, SVELTY GASTRO PROTECT (NATURAL, 221g)"
688,829,10.0,78.67,13.44,1.6,2.44,"YOGUR PARA BEBER ENTERO CON FRUTA, ALPURA BEBIBLE (CON FRUTAS-DURAZNO, 250g)"
689,830,10.0,78.9,12.6,1.3,1.7,"YOGUR PARA BEBER ENTERO CON FRUTA, DANUP Q-KIS CREMOSO 220g"
690,831,10.0,80.75,13.02,1.82,3.07,"YOGUR PARA BEBER ENTERO CON FRUTA, OIKOS ESTILO GRIEGO BEBIBLE 225g"
691,832,10.0,72.93,12.98,1.61,1.61,"YOGUR PARA BEBER ENTERO CON FRUTA, YOPLAIT BEBIBLE ENTERO CON FRUTAS 242g"
692,833,10.0,91.5,14.9,2.17,3.07,YOGURT DE FRUTAS (TODOS LOS SABORES)
693,834,10.0,40.46,6.89,0.58,1.4,YOGURT DE SOYA (TODOS SABORES)
694,835,10.0,60.48,9.31,0.84,3.9,YOGURT LIGHT (TODOS SABORES)
695,836,10.0,82.8,11.86,2.63,3.44,YOGURT NATURAL (LECHE ENTERA)
696,837,10.0,66.18,7.24,1.39,3.77,YOGURT NATURAL (LECHE SEMIDESCREMADA)
697,838,10.0,73.7,12.67,1.69,1.96,YOGURT PARA BEBER (TODOS SABORES)
698,839,10.0,46.25,8.52,0.13,2.79,YOGURT PARA BEBER LIGHT (TODOS SABORES)
699,847,12.0,371.0,65.25,7.02,13.56,ALEGRIA NATURAL
700,848,12.0,376.0,61.23,7.2,16.45,AMARANTO TOSTADO
701,849,12.0,359.0,76.17,2.68,7.5,ARROZ INTEGRAL
702,850,12.0,123.0,25.58,0.97,2.74,ARROZ INTEGRAL COCIDO
703,851,12.0,374.0,80.89,1.03,7.51,ARROZ PRECOCIDO
704,852,12.0,363.29,79.0,1.46,7.38,ARROZ PROMEDIO
705,853,12.0,365.0,79.95,0.66,7.13,ARROZ PULIDO (CRUDO)
706,854,12.0,373.0,64.94,6.9,12.76,AVENA (HOJUELAS)
707,855,12.0,76.0,17.72,0.14,1.37,CAMOTE COCIDO SIN PIEL
708,856,12.0,354.0,73.48,2.3,12.48,CEBADA
709,857,12.0,352.0,75.5,1.16,9.91,CEBADA (PERLA)
710,858,12.0,351.0,69.76,2.5,12.3,CENTENO (GRANO)
711,859,12.0,97.0,22.06,1.24,3.26,ELOTE (PROMEDIO)
712,860,12.0,86.0,18.7,1.35,3.27,ELOTE AMARILLO
713,861,12.0,86.0,19.02,1.18,3.22,ELOTE BLANCO
714,862,12.0,97.0,21.71,1.41,3.34,ELOTE BLANCO COCIDO CON SAL
715,863,12.0,97.0,21.71,1.41,3.34,ELOTE BLANCO COCIDO SIN SAL
716,864,12.0,65.84,13.23,0.78,2.37,"ELOTE EN GRANO, INDUSTRIALIZADO"
717,865,12.0,358.0,78.2,1.2,8.5,"ESPAGUETI (SECO), NO PREPARADO"
718,866,12.0,355.56,87.78,0.0,0.0,FECULA DE MAIZ
719,867,12.0,367.0,46.7,9.72,23.15,GERMEN DE TRIGO (CRUDO)
720,868,12.0,365.0,74.26,4.74,9.42,GRANOS DE ELOTE NATURAL
721,869,12.0,354.0,77.8,1.1,8.2,HARINA 74% DE EXTRACCION (1A.)
722,870,12.0,359.0,76.0,2.0,9.3,HARINA 80% DE EXTRACCION (2A.)
723,871,12.0,365.23,81.5,1.09,7.5,HARINA DE ARROZ
724,872,12.0,296.3,55.9,3.6,6.8,HARINA DE MAIZ NIXTAMALIZADA (MASECA)
725,873,12.0,376.0,77.0,4.0,8.0,HARINA DE MAIZ NIXTAMALIZADA (MINSA)
726,874,12.0,394.0,78.8,5.1,8.2,HARINA DE MAIZ PARA ATOLE
727,875,12.0,387.0,78.45,4.2,8.8,HARINA DE MAIZ PARA TAMALES
728,876,12.0,337.0,71.0,1.0,11.0,HARINA DE TRIGO REFINADA
729,877,12.0,355.0,69.74,2.69,13.03,HARINA INTEGRAL DE CENTENO
730,878,12.0,345.0,68.0,4.5,8.0,HARINA NIXTAMALIZADA (Maseca)
731,879,12.0,285.7,55.2,4.0,8.4,HARINA PARA HOT CAKES
732,880,12.0,378.0,83.5,1.2,8.2,HARINA PARA REPOSTERIA
733,881,12.0,365.0,74.26,4.74,9.42,MAIZ AMARILLO
734,882,12.0,365.0,74.26,4.74,9.42,MAIZ BLANCO
735,883,12.0,371.0,70.49,4.7,11.7,MAIZ CACAHUAZINTLE
736,884,12.0,431.0,79.1,12.8,3.8,MAIZ INFLADO AZUCARADO
737,885,12.0,374.0,70.93,5.44,10.4,MAIZ NEGRO O AZUL
738,886,12.0,375.0,71.1,4.6,12.2,MAIZ PALOMERO
739,887,12.0,136.69,24.94,2.05,2.69,MAIZ PRECOCIDO (PARA POZOLE)
740,888,12.0,244.98,53.9,0.16,0.16,"MAIZENA SIN SABOR, EN POLVO"
741,889,12.0,206.5,47.55,10.16,14.77,MASA CON CACAO
742,890,12.0,161.0,31.8,2.2,3.5,MASA TRATADA CON CAL DE MAIZ AMARILLO
743,891,12.0,158.0,31.8,1.9,3.5,MASA TRATADA CON CAL DE MAIZ BLANCO
744,892,12.0,171.0,36.4,1.2,3.6,MASA YUCATAN  (NIXTAMAL)
745,893,12.0,364.2,55.0,12.5,8.5,OBLEAS
746,894,12.0,289.23,61.53,0.61,9.23,PAN ARABE (PITA) BLANDO
747,895,12.0,260.0,50.0,4.17,12.5,"PAN INTEGRAL (BOLILLO, TELERA)"
748,896,12.0,86.0,20.01,0.1,1.86,PAPA COCIDA CON SAL
749,897,12.0,87.0,20.13,0.1,1.87,PAPA COCIDA SIN SAL
750,898,12.0,157.0,30.59,0.93,5.8,PASTA COCIDA CON SAL
751,899,12.0,158.0,30.86,0.93,5.8,PASTA COCIDA SIN SAL
752,900,12.0,373.0,74.4,4.1,9.7,PASTA ENRIQUECIDA CON HUEVO
753,901,12.0,551.0,45.1,38.1,7.3,PASTA HOJALDRE (CRUDA)
754,902,12.0,362.0,78.5,1.6,8.4,PASTA PARA SOPA ENRIQUECIDA CON ESPINACAS
755,903,12.0,371.0,74.67,1.51,13.04,PASTA SIN ENRIQUECER (PROMEDIO)
756,904,12.0,361.0,76.85,3.86,6.93,PINOLE SIN AZUCAR
757,905,12.0,216.0,64.51,4.25,15.55,SALVADO DE TRIGO
758,906,12.0,239.65,46.42,3.69,5.82,TORTILLA (PROMEDIO)
759,907,12.0,362.33,76.71,3.88,7.76,TORTILLA DE HARINA MASECA O MINSA
760,908,12.0,193.93,45.58,0.54,4.32,TORTILLA DE LINAZA O NOPAL
761,909,12.0,199.0,39.72,2.67,5.1,TORTILLA NIXTAMALIZADA (PROMEDIO)
762,910,12.0,297.0,49.27,7.58,8.01,"TORTILLA, DE HARINA DE MAÍZ MASECA O MINSA (FORTIFICADA)"
763,911,12.0,185.81,39.88,2.07,4.14,"TORTILLA, DE HARINA DE MAIZ MINSA (FORTIFICADA), PREPARACION ESTANDARIZADA"
764,912,12.0,298.47,44.08,10.83,5.4,"TORTILLA, DE HARINA DE TRIGO (FORTIFICADA)"
765,913,12.0,214.07,44.08,1.93,5.27,"TORTILLA, DE MAIZ INDUSTRIALIZADA (PROMEDIO), (TIPO MILPA REAL)"
766,914,12.0,222.0,46.6,2.5,5.7,"TORTILLA, DE MAIZ Y SOYA"
767,915,12.0,193.0,40.6,1.5,4.3,"TORTILLA, DE MAIZ Y TRIGO"
768,916,12.0,228.6485,47.47,3.02,5.5,"TORTILLA, DE MASA DE MAIZ AMARILLO (NO FORTIFICADO)"
769,917,12.0,265.597,56.42,2.93,6.53,"TORTILLA, DE MASA DE MAIZ AZUL O NEGRO (NO FORTIFICADO)"
770,918,12.0,199.815,44.9,1.0,5.4,"TORTILLA, DE MASA DE MAIZ BLANCO (NO FORTIFICADO)"
771,919,12.0,365.51,76.96,2.14,8.37,"TOSTADA HORNEADA (SIN GRASA, SIN OTROS INGREDIENTES), INDUSTRIALIZADA"
772,920,12.0,455.51,66.37,17.45,8.28,"TOSTADA O TORTILLA FRITA, DE MAIZ INDUSTRIALIZADA (TIPO MILPA REAL)"
773,921,12.0,339.0,71.13,2.47,13.68,TRIGO ENTERO
774,922,12.0,140.3551,28.9531,1.8646,3.52202,"TORTILLA, DE HARINA DE MAIZ MASECA (FORTIFICADA), PREPARACION ESTANDARIZADA"
775,923,13.0,358.93,56.57,9.0,11.13,ALEGRIA CON DULCE
776,924,13.0,383.0,87.78,0.9,7.01,ARROZ INFLADO
777,925,13.0,399.58,86.66,3.66,5.0,ARROZ INFLADO CON COCOA
778,926,13.0,417.0,80.5,9.0,3.4,BARRA DE ARROZ INFLADO RICE KRISPIES KELLOGS
779,927,13.0,464.0,66.7,17.6,9.8,BARRA DE AVENA PASAS Y COCO
780,928,13.0,389.0,75.47,6.67,6.67,BARRA DE AVENA QUAKER TODOS LOS SABORES
781,929,13.0,390.0,78.0,7.4,8.0,BARRA DE GRANOLA BAJA EN GRASAS CON ALMENDRAS
782,930,13.0,495.0,62.0,25.5,7.7,BARRA DE GRANOLA DURA CON ALMENDRAS
783,931,13.0,483.0,62.3,23.8,9.8,BARRA DE GRANOLA DURA CON CACAHUATE
784,932,13.0,438.0,72.1,16.3,7.3,BARRA DE GRANOLA DURA CON CHISPAS DE CHOCOLATE
785,933,13.0,471.0,64.4,19.8,10.1,BARRA DE GRANOLA DURA SENCILLA
786,934,13.0,415.0,72.27,11.43,5.71,BARRA DE GRANOLA NATURE VALLEY CHEWY TRAIL MIX
787,935,13.0,487.0,61.14,22.86,9.14,BARRA DE GRANOLA NATURE VALLEY NUECES Y CACAHUATES
788,936,13.0,408.0,79.17,8.33,4.17,BARRA DE GRANOLA QUAKER CHEWY
789,937,13.0,342.0,77.6,0.9,5.9,BARRA DE GRANOLA RELLENA DE FRUTAS
790,938,13.0,455.0,60.13,20.0,8.6,BARRA DE GRANOLA SUAVE CON ALMENDRAS
791,939,13.0,418.0,70.2,16.57,5.65,BARRA DE GRANOLA SUAVE CON CHISPAS DE CHOCOLATE
792,940,13.0,427.0,70.8,15.5,6.1,BARRA DE GRANOLA SUAVE CON CHOCOLATE Y MALVAVISCOS
793,941,13.0,448.0,66.4,17.8,7.6,BARRA DE GRANOLA SUAVE CON PASAS
794,942,13.0,443.0,67.3,17.2,7.4,BARRA DE GRANOLA SUAVE SENCILLA
795,943,13.0,451.0,66.27,17.5,7.17,BARRA DE GRANOLA VARIOS SABORES
796,944,13.0,403.0,66.72,10.93,9.38,BARRA NUTRI GRAIN FRUTOS ROJOS
797,945,13.0,379.31,63.71,10.55,7.02,"BARRAS DE CEREAL RELLENAS (TIPO NUTRI-GRAIN, BRAN FRUIT)"
798,946,13.0,412.93,60.08,16.82,6.61,"BARRAS DE CEREAL, NO RELLENAS (TIPO MULTIGRANO Y ALL-BRAN, SPECIAL K)"
799,947,13.0,381.71,82.47,3.93,5.37,CEREAL ADICIONADO CHOCOLATE  (PROMEDIO)
800,948,13.0,307.1,76.24,2.62,10.22,CEREAL ALTO EN FIBRA PROMEDIO
801,949,13.0,342.36,74.16,1.78,7.33,"CEREAL BASICO PROMEDIO (CORN FLAKES, ARROZ INFLADO, AVENA)"
802,950,13.0,372.0,73.2,6.6,12.4,CEREAL CHEERIOS
803,951,13.0,379.0,82.76,3.45,6.9,CEREAL CHEERIOS MULTIGRANO
804,952,13.0,382.0,49.6,10.7,29.1,CEREAL CON GERMEN DE TRIGO
805,953,13.0,375.0,84.38,4.69,6.25,CEREAL COOKIE CRISP
806,954,13.0,375.15,64.48,8.79,10.29,CEREAL DE CAJA (PROMEDIO)
807,955,13.0,384.69,79.3,4.55,6.47,CEREAL MULTIINGREDIENTE (PROMEDIO)
808,956,13.0,331.0,83.68,4.06,6.37,CEREAL QUAKER CRUNCHY BRAN
809,957,13.0,384.5,84.3,3.91,4.48,CEREAL SABORIZADOS (PROMEDIO)
810,958,13.0,259.0,74.24,4.9,13.14,"CEREAL, ALL BRAN (KELLOGG'S)"
811,959,13.0,192.0,77.0,3.5,11.3,"CEREAL, ALL BRAN EXTRA FIBRA (KELLOGG'S)"
812,960,13.0,300.0,65.0,1.25,10.0,"CEREAL, ALL BRAN FLAKES COSECHA FRUTAL (KELLOGG'S)"
813,961,13.0,380.0,65.0,6.0,13.0,"CEREAL, ALL BRAN FLAKES SABOR CHOCOLATE (KELLOGG'S)"
814,962,13.0,350.0,65.0,5.0,10.0,"CEREAL, ALL BRAN FLAKES YOGUFIBRAS CON LACTOBACILOS (KELLOGG'S)"
815,963,13.0,429.14,91.48,2.96,3.7,"CEREAL, APLEE OH'S  (QUAKER)"
816,964,13.0,375.0,88.2,3.4,5.1,"CEREAL, APPLE JACKS"
817,965,13.0,372.23,69.06,9.12,10.59,"CEREAL, AVENA EN HOJUELAS PRECOCIDAS"
818,966,13.0,366.67,84.33,1.0,5.33,"CEREAL, AZUCARADAS (MAIZORO)"
819,967,13.0,381.81,80.0,3.63,7.27,"CEREAL, BASIC 4"
820,968,13.0,322.5,65.0,2.5,10.0,"CEREAL, BRAN FLAKES (KELLOGG'S)"
821,969,13.0,443.33,76.66,9.99,11.6,"CEREAL, BRAN FLAKES (TODAS MARCAS EXCEPTO KELLOGG'S)"
822,970,13.0,398.0,85.51,5.12,4.39,"CEREAL, CAPITAN CRUNCH (QUAKER)"
823,971,13.0,376.0,79.69,5.0,8.85,"CEREAL, CHEERIOS DE ALMENDRA (NESTLE)"
824,972,13.0,376.0,79.8,4.69,9.0,"CEREAL, CHEERIOS FROSTED"
825,973,13.0,380.0,78.9,4.5,5.9,"CEREAL, CHEERIOS MANZANA CON CANELA (NESTLE)"
826,974,13.0,383.0,84.5,4.69,5.4,"CEREAL, CHOCAPIC (NESTLE)"
827,975,13.0,387.0,85.1,3.5,5.1,"CEREAL, CHOCO FLAKES (MAIZORO)"
828,976,13.0,376.66,83.33,1.66,1.66,"CEREAL, CHOCO KRISPIS  (KELLOGG'S)"
829,977,13.0,366.67,83.33,1.67,6.67,"CEREAL, CHOCO KRISPIS (KELLOGG'S)"
830,978,13.0,376.66,83.32,1.66,6.66,"CEREAL, CHOCO KRISPIS MAX (KELLOGG'S)"
